num_second_hand,link,district,area,house_name,address,avg_price,build_year,builder_type,builder,num_building,num_house
0,https://sz.lianjia.com/xiaoqu/2411048560049/,罗湖区,翠竹,田贝四路111号,罗湖区翠竹田贝四路111号,,暂无信息,板楼,暂无信息,1,64
0,https://sz.lianjia.com/xiaoqu/2411048446185/,罗湖区,翠竹,田贝四路125号,罗湖区翠竹田贝四路125号,,暂无信息,板楼,暂无信息,2,48
0,https://sz.lianjia.com/xiaoqu/2411544544949144/,罗湖区,翠竹,田贝机楼,罗湖区翠竹田贝四路23号,57529,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2420045867809327/,罗湖区,翠竹,贝悦汇大厦,罗湖区翠竹翠竹路2123号,,2021,未知类型,深圳市泰丰地产有限公司,1,1344
0,https://sz.lianjia.com/xiaoqu/2411048552392/,罗湖区,翠竹,水贝一路49号,罗湖区翠竹水贝一路49号,,暂无信息,板楼,暂无信息,3,90
0,https://sz.lianjia.com/xiaoqu/2414940926127978/,罗湖区,翠竹,广发大厦,罗湖区翠竹田贝四路109号,,2002,塔板结合,深圳市城建地产有限公司,1,2
0,https://sz.lianjia.com/xiaoqu/24000000000978/,罗湖区,翠竹,水贝银座大厦,罗湖区翠竹贝丽北路75号,,暂无信息,未知类型,暂无信息,1,3
0,https://sz.lianjia.com/xiaoqu/2411048684686/,罗湖区,翠竹,水贝一路69号,罗湖区翠竹水贝一路69号,,暂无信息,塔板结合,暂无信息,4,66
0,https://sz.lianjia.com/xiaoqu/2411048558521/,罗湖区,翠竹,田贝四路83号,罗湖区翠竹田贝四路83号,65944,1986,板楼,深圳市城建地产有限公司,5,176
0,https://sz.lianjia.com/xiaoqu/248939820559982/,罗湖区,翠竹,天苑小区,罗湖区翠竹田贝三路88号,,1987,板楼,无开发商,1,30
0,https://sz.lianjia.com/xiaoqu/2411923056243608/,罗湖区,翠竹,天粹,罗湖区翠竹田贝三路26号,,2016,塔板结合,深圳市德鸿物业发展有限公司,1,300
1,https://sz.lianjia.com/xiaoqu/2411048675615/,罗湖区,翠竹,英丽阁,罗湖区翠竹田贝二路15号,76423,1987,塔板结合,暂无资料,6,152
0,https://sz.lianjia.com/xiaoqu/2411048680615/,罗湖区,翠竹,五矿宿舍,罗湖区翠竹文锦北路1048号,64208,1983,塔板结合,暂无资料,4,97
0,https://sz.lianjia.com/xiaoqu/2411048593681/,罗湖区,翠竹,水贝二路53号,罗湖区翠竹水贝二路53号,,暂无信息,板楼,暂无信息,1,18
0,https://sz.lianjia.com/xiaoqu/249161272995593/,罗湖区,翠竹,城建综合楼,"罗湖区翠竹罗湖罗湖区田贝贝丽南路, 田贝三路76号",97173,1990,板楼,城建地产,1,280
0,https://sz.lianjia.com/xiaoqu/2411048682503/,罗湖区,翠竹,文锦北路1088号,罗湖区翠竹文锦北路1088号,,暂无信息,板楼,暂无信息,1,99
0,https://sz.lianjia.com/xiaoqu/2420038791548123/,罗湖区,翠竹,田贝一路21号,罗湖区翠竹田贝一路21号,57511,暂无信息,未知类型,暂无信息,1,70
0,https://sz.lianjia.com/xiaoqu/2411048805417/,罗湖区,翠竹,贝丽南路31号,罗湖区翠竹贝丽南路31号,,暂无信息,塔板结合,暂无信息,2,63
0,https://sz.lianjia.com/xiaoqu/2420031764712634/,罗湖区,翠竹,天俊公司住宅楼,罗湖区翠竹贝丽南路27号,61912,1997,塔板结合,暂无信息,1,21
0,https://sz.lianjia.com/xiaoqu/248122018050596/,罗湖区,翠竹,水贝珠宝园,罗湖区翠竹深圳市罗湖区翠竹北路与水贝二路交汇处,,暂无信息,板楼,深圳经济特区房地产（集团）股份有限公司,1,14
0,https://sz.lianjia.com/xiaoqu/2411048560221/,罗湖区,翠竹,田贝四路116号,罗湖区翠竹田贝四路116号,,暂无信息,板楼,暂无信息,1,24
4,https://sz.lianjia.com/xiaoqu/2411063113942/,龙华区,龙华中心,金庸阁一期,龙华区龙华中心和平路301号,41518,1989,塔板结合,深圳市平叶投资发展有限公司,4,219
1,https://sz.lianjia.com/xiaoqu/2411048674157/,罗湖区,翠竹,石油公司宿舍,罗湖区翠竹石油公司宿舍,76448,1997,塔板结合,中国石化集团华北石油局有限公司,3,88
9,https://sz.lianjia.com/xiaoqu/2411063160162/,龙华区,龙华中心,金庸阁二期,龙华区龙华中心龙发路454号,39146,2001,板楼,平叶投资有限公司,4,212
0,https://sz.lianjia.com/xiaoqu/2412606594887597/,罗湖区,翠竹,建贸大厦,罗湖区翠竹田贝一路62,,暂无信息,塔板结合,暂无信息,1,11
2,https://sz.lianjia.com/xiaoqu/2411048453362/,罗湖区,翠竹,中国南海工程有限公司大院,罗湖区翠竹田贝四路2号,85136,1982,塔板结合,暂无资料,10,557
11,https://sz.lianjia.com/xiaoqu/2411048584106/,罗湖区,翠竹,贝丽花园,罗湖区翠竹水贝二路47号,57237,1981,塔板结合,深圳市特发特力房地产有限公司,27,1159
1,https://sz.lianjia.com/xiaoqu/2411048679329/,罗湖区,翠竹,田苑小区,"罗湖区翠竹田贝三路88号, 田苑8号, 田贝四路83号",71752,1980,板楼/塔板结合,深圳城建开发集团公司,45,823
1,https://sz.lianjia.com/xiaoqu/2411267175100911/,罗湖区,翠竹,建材公司综合楼,"罗湖区翠竹田贝一路8号, 田贝一路30号",67779,1991,塔板结合,金州城建局，开发区城建局,1,71
8,https://sz.lianjia.com/xiaoqu/2411048589799/,罗湖区,翠竹,洪湖东岸,罗湖区翠竹文锦北路2088号,59303,2005,板楼/塔板结合,深联实业（深圳）有限公司,5,385
3,https://sz.lianjia.com/xiaoqu/2411048688575/,罗湖区,翠竹,人民医院住宅小区,罗湖区翠竹东门北路1017号,63987,1982,板楼,深圳市城建开发集团公司,14,335
15,https://sz.lianjia.com/xiaoqu/2411063435951/,龙华区,龙华中心,幸福城一期,龙华区龙华中心和平东路35号,65055,2013,塔板结合,深圳市永晋盈投资有限公司,3,542
8,https://sz.lianjia.com/xiaoqu/2411247527669000/,龙华区,龙华中心,幸福城二期,龙华区龙华中心和平路与清泉路交汇处,62507,2015,塔板结合/平房,幸福城置业有限公司,4,859
3,https://sz.lianjia.com/xiaoqu/2411063119772/,龙华区,龙华中心,御筑轩,龙华区龙华中心联达路御筑轩,52355,2011,塔板结合,深圳市深港数码科技有限公司（城建集团）,5,134
1,https://sz.lianjia.com/xiaoqu/2411049448340/,龙华区,龙华中心,盛地龙泉,龙华区龙华中心人民北路9号,45424,2004,板楼,深圳市龙泉房地产开发有限公司,10,120
5,https://sz.lianjia.com/xiaoqu/2411049466002/,龙华区,龙华中心,南国丽园,龙华区龙华中心东环一路183号,58905,2007,塔板结合,深圳市宝安龙华经济发展有限公司,3,482
1,https://sz.lianjia.com/xiaoqu/2411049479208/,龙华区,龙华中心,世纪华庭,龙华区龙华中心和平路111号,42757,2000,塔板结合,富士康物业开发（深圳）有限公司,11,639
13,https://sz.lianjia.com/xiaoqu/2411049276221/,龙华区,龙华中心,美丽AAA花园,龙华区龙华中心人民路4231号,51121,2003,塔板结合,深圳华兴实业有限公司,3,576
1,https://sz.lianjia.com/xiaoqu/248529591152054/,龙华区,龙华中心,龙股商住楼,龙华区龙华中心龙华站B出口人民路,37234,1994,板楼,龙湖集团 ,3,54
3,https://sz.lianjia.com/xiaoqu/2411063308346/,龙华区,龙华中心,新城市花园,龙华区龙华中心大浪南路50号,36737,1999,塔板结合,海荣豪苑物业,3,208
8,https://sz.lianjia.com/xiaoqu/2411049451893/,龙华区,龙华中心,乐景花园,龙华区龙华中心龙环一路246号,44025,2000,板楼,金利源房地产公司,9,373
4,https://sz.lianjia.com/xiaoqu/2411049448109/,龙华区,龙华中心,龙泉花园,龙华区龙华中心建达路67号,42731,1992,板楼,深圳市龙泉房地产开发有限公司,11,303
11,https://sz.lianjia.com/xiaoqu/2411049845746/,龙华区,龙华中心,新华苑,"龙华区龙华中心龙环二路217号, 建设路23号",47716,2001,塔板结合,深圳市龙华经济发展有限公司,7,670
8,https://sz.lianjia.com/xiaoqu/2411056325721/,龙华区,龙华中心,美丽家园,龙华区龙华中心东环二路267-269号,46356,2001,板楼/塔板结合,深圳市宝安龙华经济发展有限公司,14,573
2,https://sz.lianjia.com/xiaoqu/2411056306735/,龙华区,龙华中心,金玲花园,龙华区龙华中心和平路171号,38454,1995,塔板结合,深圳国深实业发展公司,3,246
7,https://sz.lianjia.com/xiaoqu/2411063480568/,龙华区,龙华中心,宇峰苑,龙华区龙华中心建设路268号,41185,1998,板楼/塔板结合,宝峰城实业有限公司,2,197
9,https://sz.lianjia.com/xiaoqu/2411099644211/,龙华区,龙华中心,东源阁花园,龙华区龙华中心东源阁3号,38182,2002,塔板结合,深圳市源发地产有限公司,5,356
9,https://sz.lianjia.com/xiaoqu/2411063198373/,龙华区,龙华中心,锦绣花园,龙华区龙华中心建设路201号,38767,1994,板楼,中国远东深圳国际贸易有限公司,6,309
28,https://sz.lianjia.com/xiaoqu/2411063115491/,龙华区,龙华中心,可乐园,龙华区龙华中心布龙路与华达路交汇处,53081,2007,塔板结合,深圳宝安银源实业有限公司,4,422
13,https://sz.lianjia.com/xiaoqu/2411100858033/,龙华区,龙华中心,幸福城三期,龙华区龙华中心和平东路35号,75571,2015,塔板结合/平房,深圳市永晋盈投资有限公司,5,907
7,https://sz.lianjia.com/xiaoqu/2411100180393/,龙华区,龙华中心,海荣豪苑,龙华区龙华中心大浪南路2号,37506,2001,塔板结合,海荣豪苑物业,3,207
2,https://sz.lianjia.com/xiaoqu/2410317078212358/,龙华区,龙华中心,华富综合市场,龙华区龙华中心龙华人民路旁金碧世家西南,33209,1992,板楼,中山市华富房地产开发有限公司,7,157
17,https://sz.lianjia.com/xiaoqu/2411062930330/,龙华区,龙华中心,悠山美地,龙华区龙华中心布龙路与华繁路交汇处,51595,2013,塔楼,深圳市鹏宝东物业发展有限公司,10,1582
0,https://sz.lianjia.com/xiaoqu/2410614004002284/,罗湖区,莲塘,东和住宅楼,罗湖区莲塘罗湖区莲塘老虎坳,,暂无信息,板楼,暂无信息,1,32
1,https://sz.lianjia.com/xiaoqu/249980063264919/,罗湖区,莲塘,乐华楼,罗湖区莲塘罗湖区莲塘国威路坳下村入口直行100m,75527,1993,板楼,莲塘房地产开发商,1,47
8,https://sz.lianjia.com/xiaoqu/2411049845532/,龙华区,龙华中心,绿茵华庭,龙华区龙华中心龙观东路381,40764,2002,塔板结合,深圳市宝安龙华经济发展有限公司,4,237
0,https://sz.lianjia.com/xiaoqu/249165450784225/,罗湖区,莲塘,桐馨园,罗湖区莲塘罗湖区莲塘罗沙公路径肚站,,1998,板楼, 合肥万科瑞翔地产有限公司,2,519
0,https://sz.lianjia.com/xiaoqu/2411048863612/,罗湖区,莲塘,鹏城公寓,罗湖区莲塘罗沙路4026号,,暂无信息,塔楼,暂无信息,1,72
0,https://sz.lianjia.com/xiaoqu/249164957691799/,罗湖区,莲塘,莲馨园,罗湖区莲塘罗湖莲塘国威路与畔山路交汇处,,1996,塔楼/塔板结合, 五指山水墨雨林置业有限公司,5,546
7,https://sz.lianjia.com/xiaoqu/2411049275517/,龙华区,龙华中心,龙泽榕园,龙华区龙华中心建设路201号,44794,2008,塔板结合,深圳市钜盛隆实业发展有限公司,2,156
0,https://sz.lianjia.com/xiaoqu/2411905528770973/,罗湖区,莲塘,中国银行单身公寓楼,罗湖区莲塘罗沙路3048号,,暂无信息,板楼,暂无信息,2,101
0,https://sz.lianjia.com/xiaoqu/2411048848376/,罗湖区,莲塘,中兴花园,罗湖区莲塘鹏兴路13号,,暂无信息,板楼,暂无信息,9,288
2,https://sz.lianjia.com/xiaoqu/2411063082100/,罗湖区,莲塘,港莲北村,罗湖区莲塘莲塘路港莲北村,44668,1992,板楼,莲塘地产,3,172
0,https://sz.lianjia.com/xiaoqu/2411049296803/,罗湖区,莲塘,景福花园,罗湖区莲塘国威路67号,55705,1996,板楼,深圳市莲塘房地产开发公司,9,400
0,https://sz.lianjia.com/xiaoqu/246924722254595/,罗湖区,莲塘,聚宝商业中心,罗湖区莲塘聚宝商业中心,,暂无信息,塔板结合,暂无信息,4,120
0,https://sz.lianjia.com/xiaoqu/2411048851946/,罗湖区,莲塘,粤兴工业园,罗湖区莲塘畔山支路28号,,暂无信息,板楼,暂无信息,4,74
7,https://sz.lianjia.com/xiaoqu/2411049311573/,罗湖区,莲塘,港莲一村,罗湖区莲塘港莲路19号,49164,1988,塔板结合,深圳市莲塘房地产开发公司,19,545
0,https://sz.lianjia.com/xiaoqu/2412964795265494/,罗湖区,莲塘,莲塘七小区,罗湖区莲塘港莲路11号,57341,1993,塔板结合,无,1,350
0,https://sz.lianjia.com/xiaoqu/2411049295917/,罗湖区,莲塘,莲南商住楼,罗湖区莲塘国威路45号,41100,1993,塔板结合,深圳市二建,5,262
4,https://sz.lianjia.com/xiaoqu/2411099645508/,罗湖区,莲塘,莲塘花园,罗湖区莲塘聚福路128号,48818,2010,板楼,深圳市莲塘房地产开发公司,2,224
9,https://sz.lianjia.com/xiaoqu/2411099906129/,罗湖区,莲塘,莲塘D小区,罗湖区莲塘国威路152号,52036,1993,塔板结合,莲塘地产,5,272
4,https://sz.lianjia.com/xiaoqu/2411099618185/,罗湖区,莲塘,莲花阁,罗湖区莲塘罗  湖莲塘路197号,49164,1990,板楼,莲塘地产,5,217
11,https://sz.lianjia.com/xiaoqu/2411049328440/,罗湖区,莲塘,鸿景翠峰花园,罗湖区莲塘罗沙路2016号,64597,2006,塔楼/塔板结合,深圳市鸿威房地产开发有限公司,12,456
13,https://sz.lianjia.com/xiaoqu/2411050187793/,罗湖区,莲塘,鹏兴花园六期,罗湖区莲塘莲塘路229号,65131,2003,塔楼/板楼,深圳鹏基（集团）有限公司,5,710
4,https://sz.lianjia.com/xiaoqu/2411049468186/,罗湖区,莲塘,翠榕花园,罗湖区莲塘畔山路188号,46300,1998,板楼,深圳市莲塘房地产开发公司,11,553
3,https://sz.lianjia.com/xiaoqu/246925138537643/,罗湖区,莲塘,聚宝综合楼,罗湖区莲塘聚宝路46号,50102,1994,塔板结合,深圳市莲塘房地产开发公司,4,120
10,https://sz.lianjia.com/xiaoqu/2411048860211/,罗湖区,莲塘,萃峰阁,罗湖区莲塘罗沙路4028号,43200,2001,塔板结合,深圳金项物业发展有限公司,3,128
12,https://sz.lianjia.com/xiaoqu/2411049469581/,罗湖区,莲塘,富达花园,罗湖区莲塘畔山路53号,52768,1997,板楼,深圳市莲塘房地产开发公司,5,635
8,https://sz.lianjia.com/xiaoqu/246923539197675/,罗湖区,莲塘,依仙湖居,罗湖区莲塘仙湖路156号,45959,1994,板楼,深圳市莲塘房地产开发公司,3,239
0,https://sz.lianjia.com/xiaoqu/2410842192752953/,罗湖区,东门,东门九龙城广场,罗湖区东门东门中路2013号,64520,1997,塔板结合,深圳茂业集团有限公司,1,34
5,https://sz.lianjia.com/xiaoqu/2411048849848/,罗湖区,莲塘,聚宝花园,罗湖区莲塘罗沙路3028号,46774,1999,板楼,深圳市鸿威房地产开发有限公司,2,416
28,https://sz.lianjia.com/xiaoqu/2411063529775/,罗湖区,莲塘,兰亭国际名园,罗湖区莲塘延芳路2号,57197,2010,塔楼,深圳市其士金峰园房地产开发有限公司,2,800
3,https://sz.lianjia.com/xiaoqu/249685128982268/,罗湖区,莲塘,御景兰庭,罗湖区莲塘仙桐路19号,75971,2009,塔楼,深圳市运发集团股份有限公司,1,121
17,https://sz.lianjia.com/xiaoqu/2411048851278/,罗湖区,莲塘,畔山花园,罗湖区莲塘罗沙路2098号,46521,1995,板楼,深圳市莲塘房地产开发公司,16,912
0,https://sz.lianjia.com/xiaoqu/24000000000260/,罗湖区,东门,华佳广场(兴湖路),罗湖区东门湖贝路2216号,,暂无信息,塔楼,暂无信息,1,11
0,https://sz.lianjia.com/xiaoqu/249885062803552/,罗湖区,东门,兴华广场,罗湖区东门东门中路城东街6号,55862,1997,板楼,暂无资料,2,121
3,https://sz.lianjia.com/xiaoqu/248531889105949/,罗湖区,莲塘,松源大厦,罗湖区莲塘深圳市罗湖区国威路188号,51381,1995,板楼,暂无资料,7,91
3,https://sz.lianjia.com/xiaoqu/2411100062095/,罗湖区,莲塘,振华苑,罗湖区莲塘港莲路3号,45588,1995,板楼,振华物业,5,215
2,https://sz.lianjia.com/xiaoqu/2411099678060/,罗湖区,莲塘,祥和花园二期,罗湖区莲塘莲塘聚宝路91号,52177,1999,塔板结合,深圳市莲塘房地产开发公司,4,224
1,https://sz.lianjia.com/xiaoqu/2415865972558667/,罗湖区,莲塘,莲塘供水住宅楼,罗湖区莲塘鹏兴路24号,47056,1992,塔板结合, 陕西亿润经贸有限公司 ,1,58
2,https://sz.lianjia.com/xiaoqu/247509753999330/,罗湖区,莲塘,仙湖山庄,罗湖区莲塘仙湖路158号,97970,2003,板楼/塔板结合,朝恒房地产（深圳）有限公司,6,87
1,https://sz.lianjia.com/xiaoqu/2411049326466/,罗湖区,莲塘,长岭花园,罗湖区莲塘长岭路与罗沙路西南处,40739,1996,塔板结合,莲塘地产,4,48
6,https://sz.lianjia.com/xiaoqu/2411049507379/,罗湖区,莲塘,仙桐馨苑,罗湖区莲塘聚宝路204号,54322,1998,板楼/塔板结合,莲塘房地产开发商,4,168
3,https://sz.lianjia.com/xiaoqu/2411099669554/,罗湖区,莲塘,御庭轩罗湖,罗湖区莲塘莲塘国威路东与畔山路交汇处,64032,2002,塔板结合,深圳市莲塘房地产开发公司,3,125
3,https://sz.lianjia.com/xiaoqu/2411048860971/,罗湖区,莲塘,广岭家园,罗湖区莲塘罗沙路4038号,66711,2001,塔楼/板楼,罗湖房地产开发商,7,432
4,https://sz.lianjia.com/xiaoqu/2411584608154125/,罗湖区,莲塘,仙泉山庄,罗湖区莲塘鹏兴路,89152,2003,板楼,深圳鹏基有限公司,5,11
5,https://sz.lianjia.com/xiaoqu/248776347562812/,罗湖区,莲塘,仙湖山庄二期,罗湖区莲塘仙湖路158号,140025,1996,塔楼/板楼,朝恒房地产（深圳）有限公司,23,29
1,https://sz.lianjia.com/xiaoqu/2420030448206774/,罗湖区,莲塘,莲塘派出所宿舍,"罗湖区莲塘莲塘路200号, 聚福路196号",46124,1995,塔板结合, 陕西亿润经贸有限公司 ,1,28
3,https://sz.lianjia.com/xiaoqu/247099821600845/,罗湖区,莲塘,电信宿舍,罗湖区莲塘深圳市罗湖区国威路6,50946,1992,塔板结合,无,3,73
1,https://sz.lianjia.com/xiaoqu/2411049323364/,罗湖区,莲塘,鹏莲花园,罗湖区莲塘罗沙路3121号,59787,1990,板楼/塔板结合,深圳鹏基有限公司,9,471
1,https://sz.lianjia.com/xiaoqu/2411099617822/,罗湖区,莲塘,仙湖公馆,罗湖区莲塘仙湖路113号,51443,2009,塔板结合,深圳市广嘉房地产发展有限公司,2,112
0,https://sz.lianjia.com/xiaoqu/2420030727276604/,罗湖区,莲塘,国威公寓,罗湖区莲塘国威路89号,,暂无信息,板楼,暂无信息,2,154
9,https://sz.lianjia.com/xiaoqu/2411049485493/,罗湖区,莲塘,莲通楼,罗湖区莲塘港莲路1号,43986,1994,板楼,深圳市惠名房地产开发有限公司,2,176
0,https://sz.lianjia.com/xiaoqu/2420030729370390/,罗湖区,莲塘,南斯比泰公寓,罗湖区莲塘港莲路14号,,暂无信息,塔板结合,暂无信息,1,168
0,https://sz.lianjia.com/xiaoqu/2410613207870818/,罗湖区,莲塘,莲塘村一巷,罗湖区莲塘罗湖区莲塘村一巷,,1995,塔板结合,佛山市莲塘房地产开发有限公司,1,5
1,https://sz.lianjia.com/xiaoqu/2410617364689241/,罗湖区,莲塘,乐意楼,罗湖区莲塘深圳市罗湖区仙湖路96号,47571,1994,板楼,京基集团,1,43
0,https://sz.lianjia.com/xiaoqu/2411049325476/,罗湖区,莲塘,星华苑,罗湖区莲塘莲塘村六巷5号,,暂无信息,塔板结合,暂无信息,2,224
1,https://sz.lianjia.com/xiaoqu/2411048850816/,罗湖区,莲塘,银通综合楼,罗湖区莲塘畔山支路8号,45044,1990,板楼,莲塘房地产开发商,2,69
0,https://sz.lianjia.com/xiaoqu/2411476169928442/,罗湖区,莲塘,莲塘第一工业区,罗湖区莲塘粤港路,50921,1994,塔板结合,莲塘房地产开发商,7,20
10,https://sz.lianjia.com/xiaoqu/2411048848146/,罗湖区,莲塘,聚宝华府,罗湖区莲塘聚宝路101号,73606,2008,塔楼/板楼/塔板结合,深圳市恒运泰实业发展有限公司,3,440
6,https://sz.lianjia.com/xiaoqu/2411099670832/,罗湖区,莲塘,华景园,罗湖区莲塘国威路35号,97771,2000,板楼,深圳市莲塘房地产开发公司,77,188
0,https://sz.lianjia.com/xiaoqu/2411100031890/,罗湖区,莲塘,莲塘区保障性住房南地块工程,罗湖区莲塘罗 湖国威路,,暂无信息,塔楼,暂无信息,4,1032
0,https://sz.lianjia.com/xiaoqu/2411049267401/,罗湖区,东门,凉果街小区,罗湖区东门凉果街,47842,暂无信息,塔楼,暂无信息,2,32
0,https://sz.lianjia.com/xiaoqu/2412042968509805/,罗湖区,莲塘,邮政附属楼,罗湖区莲塘聚福路132号,,2015,塔板结合, 陕西亿润经贸有限公司 ,1,8
1,https://sz.lianjia.com/xiaoqu/24000000000967/,罗湖区,莲塘,莲南商住楼一期,罗湖区莲塘莲塘路58号,48441,1992,板楼,深圳市三九物业发展有限公司,1,4
0,https://sz.lianjia.com/xiaoqu/2410659996642880/,罗湖区,东门,东门南塘永新街19号,罗湖区东门罗湖区永新街,,暂无信息,塔板结合,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/249979495199236/,罗湖区,莲塘,京武雅翠轩,罗湖区莲塘深圳市罗湖区鹏兴路,62763,2009,塔楼,深圳市惠名房地产开发有限公司,1,50
0,https://sz.lianjia.com/xiaoqu/2411048976219/,罗湖区,东门,城东街6号,罗湖区东门城东街6号,80112,1981,板楼,深圳市城建地产有限公司,9,212
0,https://sz.lianjia.com/xiaoqu/2410522613789687/,罗湖区,东门,城东街57号,罗湖区东门罗湖区城东街57号,,暂无信息,塔板结合,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2411049127503/,罗湖区,东门,新园住宅小区,罗湖区东门新园路,54236,1986,塔楼, 陕西亿润经贸有限公司 ,4,99
0,https://sz.lianjia.com/xiaoqu/2412965612892003/,罗湖区,东门,东门中心城,罗湖区东门东门中路2088号,,1998,塔板结合,深圳万科,1,17
0,https://sz.lianjia.com/xiaoqu/249686972903784/,罗湖区,东门,百货广场大厦,罗湖区东门罗湖区深南东路与人民南路交汇处3020号,,1986,塔楼/塔板结合,上海康之家置业有限公司,2,747
0,https://sz.lianjia.com/xiaoqu/2413057994797572/,罗湖区,东门,合作金融大厦,罗湖区东门深南东路3038号,,1992,塔板结合,金州城建局，开发区城建局,1,15
0,https://sz.lianjia.com/xiaoqu/2411048712816/,罗湖区,黄贝岭,碧波花园北区,罗湖区黄贝岭黄贝路2109号,51262,1986,板楼,深圳市城建开发（集团）公司,9,252
0,https://sz.lianjia.com/xiaoqu/2420024196103543/,罗湖区,东门,湖贝路2165号,罗湖区东门湖贝路2165号,,1985,板楼,暂无信息,1,28
0,https://sz.lianjia.com/xiaoqu/2420024926242143/,罗湖区,东门,书院街8号院,罗湖区东门书院街8号,,暂无信息,未知类型,暂无信息,1,14
0,https://sz.lianjia.com/xiaoqu/2420021980507247/,罗湖区,东门,城东街小区,罗湖区东门城东街90号,65032,暂无信息,板楼,暂无信息,1,12
0,https://sz.lianjia.com/xiaoqu/2413923282333671/,罗湖区,东门,城东街8号,罗湖区东门城东街8号,,暂无信息,塔板结合,暂无信息,1,14
0,https://sz.lianjia.com/xiaoqu/2411049120455/,罗湖区,东门,人民北路,罗湖区东门人民北路,53094,1985,板楼/塔板结合,金广物业,9,141
0,https://sz.lianjia.com/xiaoqu/2420025938273956/,罗湖区,东门,城景中心大厦,罗湖区东门人民北路3091号,,暂无信息,未知类型,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/2410427949657445/,罗湖区,黄贝岭,口岸服务公司生活区,罗湖区黄贝岭延芳路1号,44769,暂无信息,板楼/塔板结合,暂无信息,3,114
0,https://sz.lianjia.com/xiaoqu/2420038798967875/,罗湖区,黄贝岭,向西华侨新村,罗湖区黄贝岭锦联路1号,38566,1995,板楼,暂无资料,1,8
0,https://sz.lianjia.com/xiaoqu/2420025941421430/,罗湖区,黄贝岭,联城联合大厦,罗湖区黄贝岭春风路1009号,,暂无信息,未知类型,暂无信息,1,1
0,https://sz.lianjia.com/xiaoqu/2420039007541362/,罗湖区,黄贝岭,裕兴公司宿舍楼,罗湖区黄贝岭东门北路1028号,50203,1984,未知类型,暂无信息,1,28
0,https://sz.lianjia.com/xiaoqu/2410662163001249/,罗湖区,黄贝岭,翠园中学教工高中宿舍,罗湖区黄贝岭东门北路1016号,52915,暂无信息,板楼/塔板结合,暂无信息,4,60
0,https://sz.lianjia.com/xiaoqu/2411048985287/,罗湖区,黄贝岭,翠竹华达小区,罗湖区黄贝岭文锦中路2090号,,1988,板楼,深圳市城建地产有限公司,5,124
0,https://sz.lianjia.com/xiaoqu/2412058595701282/,罗湖区,黄贝岭,荷花市场,罗湖区黄贝岭黄贝路1008-21号,,暂无信息,塔板结合,暂无信息,1,3
0,https://sz.lianjia.com/xiaoqu/2411049061211/,罗湖区,黄贝岭,设计院宿舍,"罗湖区黄贝岭清平路28号, 深南东路1108号, 清平路8号",48396,1986,板楼,芜湖长江长置业有限公司,3,112
0,https://sz.lianjia.com/xiaoqu/2411100173195/,罗湖区,黄贝岭,中物小区,罗湖区黄贝岭华丽路69号,47315,1991,塔板结合,暂无资料,5,144
0,https://sz.lianjia.com/xiaoqu/249954533846466/,罗湖区,黄贝岭,教育新村,罗湖区黄贝岭文锦中路2090号,,暂无信息,板楼,暂无信息,1,35
1,https://sz.lianjia.com/xiaoqu/2417634525743608/,罗湖区,黄贝岭,亚百利商住楼,罗湖区黄贝岭北斗路6号,39771,1993,板楼/塔板结合,深圳市世纪汇鑫实业集团有限公司,3,72
0,https://sz.lianjia.com/xiaoqu/2411048994800/,罗湖区,黄贝岭,电话公司宿舍,罗湖区黄贝岭凤凰路115号,,暂无信息,未知类型,暂无信息,1,42
0,https://sz.lianjia.com/xiaoqu/2412655603757546/,罗湖区,黄贝岭,三叉河华侨新村,罗湖区黄贝岭锦联路2号,57351,1984,塔楼/塔板结合,深圳市深华物业管理有限公司,3,63
0,https://sz.lianjia.com/xiaoqu/2410503273590687/,罗湖区,黄贝岭,北斗小学教工宿舍,罗湖区黄贝岭北斗路13号,40587,1988,板楼,深圳市金光华地产开发有限公司,1,24
0,https://sz.lianjia.com/xiaoqu/2412195533697821/,罗湖区,黄贝岭,新芙楼,罗湖区黄贝岭秀南街89号,,暂无信息,板楼,暂无信息,1,40
0,https://sz.lianjia.com/xiaoqu/2411048752059/,罗湖区,黄贝岭,文华电话机楼,罗湖区黄贝岭北斗路14号,,1982,塔楼,国际开发商海沧土地开发有限公司,1,14
0,https://sz.lianjia.com/xiaoqu/246967835767686/,罗湖区,黄贝岭,益田木头龙旧改项目,罗湖区黄贝岭罗湖爱国路与华丽路交汇处西南（原木头龙小区）,,2016,板楼/塔板结合,深圳市益田房地产开发有限公司,8,1223
1,https://sz.lianjia.com/xiaoqu/2420025155882632/,罗湖区,黄贝岭,深纺黄贝家属楼,"罗湖区黄贝岭凤凰路15号, 凤凰路17号",55215,1987,塔板结合,暂无信息,1,42
2,https://sz.lianjia.com/xiaoqu/2410502489256564/,罗湖区,黄贝岭,景庭苑,罗湖区黄贝岭怡景路2003号,87741,2000,塔楼/塔板结合,金州城建局，开发区城建局,2,95
