city,company_name,finance_status,registered_capital,recruit,field,location,latitude,longitude
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,中铁(上海)投资集团有限公司,,150000万人民币,1-49人,租赁服务,浦东新区世博馆路52号鲁能国际中心B座,31.18437,121.486693
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
上海,中铁(上海)投资集团有限公司,,150000万人民币,1-49人,租赁服务,浦东新区世博馆路52号鲁能国际中心B座,31.18437,121.486693
上海,上海禾庚实业有限公司,,10000万人民币,1-49人,批发零售,虹口区东大名路908号金岸大厦1407室,31.250637,121.505316
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
深圳,深圳蚂蚁空间网络科技有限公司,未融资,1000万人民币,100-499人,快消品,"南山区深圳湾科技生态园9A-2,1403",22.531037,113.9527
广州-番禺区,广州市滨辉服装设计有限公司,,100万人民币,50-99人,服装纺织,金源路25号,23.016799,113.384055
上海-普陀区,上海盛统贸易有限公司,未融资,100万人民币,1-49人,快消品,上海市崇明县长兴镇潘园公路1800号3号楼5208室(上海泰和经济发展区),31.24984,121.395555
广州-白云区,珠海市信德进出口有限公司,,300万人民币,1-49人,批发零售,广州园中路613号202室,23.159543,113.274603
上海,悠意(上海)实业有限公司,,200万人民币,100-499人,批发零售,SOHO东海广场,31.22682,121.448675
深圳,深圳市乐驼酒业供应链有限公司,,100万人民币,1-49人,快消品,福田区南园街道南园社区深南中路1095号中信城市广场大厦9层,22.539696,114.098662
上海,中铁(上海)投资集团有限公司,,150000万人民币,1-49人,租赁服务,浦东新区世博馆路52号鲁能国际中心B座,31.18437,121.486693
北京,北京希望森兰电气有限公司,,200万人民币,1-49人,批发零售,北京市海淀区海淀大街38号银科大厦809室,39.981802,116.306335
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
广州,娇兰佳人集团,未融资,500万人民币,5000-10000人,快消品,广州市白云区远景路14号时代商务大厦C栋9楼人力资源部,23.17184,113.25363
北京,迅奢贸易(北京)有限公司,未融资,100万人民币,50-99人,服装纺织,东风艺术区南区,39.95728,116.508462
深圳,百森鞋业,未融资,12000万人民币,2000-5000人,服装纺织,深圳市龙岗区龙岗大道坪地段4058-8,22.543099,114.057868
广州,Kailas户外服饰,未融资,,500-999人,服装纺织,广州市天河区粤垦路广垦商务大厦二期三楼,23.15229,113.33395
深圳,深圳市山盟基金管理有限公司,未融资,10000万人民币,50-99人,基金/证券/投资,深圳市罗湖区深南大道京基100大厦30层,22.543103,114.107459
上海-闵行区,上海虹久,未融资,500万人民币,1-49人,快消品,罗阳路168号D幢2楼,31.124795,121.41317
深圳-罗湖区,深圳市嘉裕兴实业发展有限公司,未融资,1500万人民币,100-499人,快消品,罗湖区宝安广场A座11楼A-D,22.556973,114.121897
北京,雪润羊绒,,4825.02万人民币,100-499人,服装纺织,北京市朝阳区华威里10号鹏龙大厦9层906室,39.874028,116.460028
上海,上海渤锦,未融资,900万人民币,1-49人,服装纺织,嘉定区南翔镇银翔路799号昌辉大厦1903室,31.288137,121.319905
广州-海珠区,欧韵佳服饰,未融资,100万人民币,100-499人,服装纺织,广州市海珠区工业大道中313号东方红创意园A区东6栋,23.083801,113.317388
上海-浦东新区,上海棒美餐饮管理有限公司,,100万人民币,1-49人,批发零售,东方万国企业中心,31.256894,121.620057
北京-海淀区,北京金羊泰和投资咨询有限公司,未融资,100万人民币,1-49人,租赁服务, 阜成路58号8层803室,39.923511,116.286539
上海-松江区,上海有尾企业发展有限公司,,300万人民币,100-499人,服装纺织,申港路2888号,31.036653,121.327711
广州-荔湾区,广州博学货架有限公司,未融资,210万人民币,100-499人,家具/家电,芳村花地大道南11号斯塱商务二楼230室,23.062377,113.231575
广州,广州春种秋收互联网科技有限公司,,10万人民币,50-99人,专业服务,广州市天河区五山路483号华南农业大学泰山区自编18栋3楼,23.151526,113.369153
深圳,深圳蚂蚁空间网络科技有限公司,未融资,1000万人民币,100-499人,快消品,"南山区深圳湾科技生态园9A-2,1403",22.531037,113.9527
广州-番禺区,广州市滨辉服装设计有限公司,,100万人民币,50-99人,服装纺织,金源路25号,23.016799,113.384055
广州,广州广钢气体能源股份有限公司,未融资,55981.4484万人民币,1000-2000人,批发零售,广州市荔湾区芳村大道1号科技楼701-702室,23.097987,113.236535
广州,金宇,未融资,1500万人民币,500-999人,服装纺织,广州市番禺区南村镇鹤溪路2号誉城同创汇12栋,23.005698,113.374766
